old_mondo_id,old_label,is_obsolete,replaced_by_mondo_id,replaced_by_label,consider_mondo_ids,in_v59,provided_name,final_recommendation,rag_strategy,exact_eval_strategy,relaxed_eval_strategy,source_name,source_url,notes
MONDO:0008347,obsolete idiopathic and/or familial pulmonary arterial hypertension,True,,,MONDO:0015924,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0100189,obsolete apolipoprotein A-I deficiency,True,MONDO:0700513,apolipoprotein A-I deficiency,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0015543,obsolete hemophagocytic syndrome associated with an infection,True,,,MONDO:0015542,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0016174,obsolete paraneoplastic sensory ganglionopathy,True,MONDO:0700416,paraneoplastic sensory ganglionopathy,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0016355,obsolete semilobar holoprosencephaly,True,MONDO:0700419,semilobar holoprosencephaly,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0044331,obsolete genetic transient congenital hypothyroidism,True,MONDO:0011792,thyroid dyshormonogenesis 6,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0016647,obsolete autosomal recessive Stickler syndrome,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018598,obsolete neonatal adrenoleukodystrophy,True,,,MONDO:0019609,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0016788,obsolete genetic hyperferritinemia without iron overload,True,,,HP:0003281,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0017147,obsolete idiopathic pulmonary arterial hypertension,True,MONDO:0001999,idiopathic pulmonary arterial hypertension,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0017218,obsolete septopreoptic holoprosencephaly,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0017241,obsolete AP4-related intellectual disability and spastic paraplegia,True,,,MONDO:0100176,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0017581,obsolete familial infantile gigantism,True,,,MONDO:0010491,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018144,obsolete congenital myasthenic syndromes with glycosylation defect,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018222,obsolete X-linked intellectual disability due to GRIA3 anomalies,True,MONDO:0010402,syndromic X-linked intellectual disability 94,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018277,obsolete congenital muscular dystrophy with cerebellar involvement,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018336,obsolete Silver-Russell syndrome due to a point mutation,True,,,MONDO:0008394,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018393,obsolete male infertility with azoospermia or oligozoospermia due to single gene mutation,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018575,obsolete microcephalic primordial dwarfism-insulin resistance syndrome,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018649,obsolete cerebral visual impairment,True,,,HP:0100704; MONDO:0003584,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0034028,obsolete symptomatic form of hemochromatosis type 1,True,,,MONDO:0021001,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018823,obsolete X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome,True,MONDO:0010500,"intellectual disability, X-linked, syndromic 33",,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0018825,obsolete PYCR2-related microcephaly-progressive leukoencephalopathy,True,MONDO:0014632,hypomyelinating leukodystrophy 10,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0034819,obsolete familial intestinal malrotation,True,MONDO:0008666,volvulus of midgut,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0034024,obsolete kyphoscoliotic Ehlers-Danlos syndrome,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0035314,obsolete congenital tricuspid valve dysplasia,True,,,HP:0030732,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0034217,obsolete resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,True,MONDO:0700478,resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0035529,obsolete infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia,True,MONDO:0020840,pulmonary alveolar proteinosis with hypogammaglobulinemia,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0011961,obsolete hereditary sensory and autonomic neuropathy type 1B,True,MONDO:0044720,cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0019123,obsolete continuous spikes and waves during sleep,True,MONDO:0800501,developmental and/or epileptic encephalopathy with spike-wave activation in sleep,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0035661,obsolete TRAF7-associated heart defect-digital anomalies-facial dysmorphism-motor and speech delay syndrome,True,MONDO:0032572,"cardiac, facial, and digital anomalies with developmental delay",,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0019174,obsolete infantile Refsum disease,True,,,MONDO:0019609; MONDO:0100259,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0004914,obsolete celiac artery stenosis from compression by median arcuate ligament of diaphragm,True,MONDO:0017388,celiac trunk compression syndrome,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007347,obsolete Coxsackievirus B3 susceptibility,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007386,obsolete human coronavirus sensitivity,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007464,obsolete isolated distichiasis,True,,,HP:0009743,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007505,"obsolete earring holes, natural",True,,,HP:0004467,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007506,obsoleted echo virus 11 sensitivity,True,,,MONDO:0005740,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007532,obsolete Electroencephalographic peculiarity: occipital slow beta waves,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007583,obsolete exostoses of heel,True,,,HP:0100777,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007591,obsolete facial hypertrichosis,True,,,HP:0002219,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007632,"obsolete fragile site, Distamycin a type, rare, fra(16)(q22.1)",True,MONDO:0002399,"tenosynovial giant cell tumor, localized type",,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007641,obsolete Futcher line,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007645,obsolete gastric sneezing,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007692,obsolete hairy ears,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007778,obsolete hypertelorism,True,,,HP:0000316,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007798,obsolete adult hypophosphatasia,True,MONDO:1010154,adult hypophosphatasia,,True,NOT_FOUND,map_for_rag_and_relaxed_eval_keep_original_for_exact_eval,expand retrieval with replaced_by MONDO while retaining original v59 ID,keep original v59 MONDO ID for exact evaluation,count replacement hit only in separately reported relaxed evaluation,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007816,obsolete immune suppression,True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0007822,"obsolete incisors, long upper central",True,,,HP:0000675,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
MONDO:0008068,"obsolete navicular bone, accessory",True,,,,True,NOT_FOUND,manual_review_keep_original,retain original with warning; do not silently map,keep original v59 MONDO ID for exact evaluation,do not apply relaxed mapping unless curated,MONDO OBO latest,https://github.com/monarch-initiative/mondo/releases/latest/download/mondo.obo,Obsolete/replacement status parsed from latest MONDO OBO downloaded for v2 final audit.
